WKT,id,codigo,nomoficial,alt_izqini,alt_izqfin,alt_derini,alt_derfin,nomanter,nom_mapa,tipo_c,long,sentido,cod_sent,observa,bicisenda,lado_ciclo,recorrid_x,ciclo_obse,tooltip_bi,red_jerarq,red_tp,COMUNA,COM_PAR,COM_IMPAR,BARRIO,BARRIO_PAR,BARRIO_IMP
"MULTILINESTRING ((-58.4672259669515 -34.553892027019,-58.4681232098114 -34.5527178830692))","1268","1072",AMENABAR,"3202","3300","3201","3299",,AMENABAR,CALLE,154.1,CRECIENTE,"1",,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,Construcción Diciembre de 2018,Ciclovía,VÍA LOCAL,,"13","13","13",NUÑEZ,NUÑEZ,NUÑEZ
"MULTILINESTRING ((-58.4550417768262 -34.5540880125767,-58.4557797412605 -34.5532265614114))","1287","16025",11 DE SEPTIEMBRE DE 1888,"2602","2700","2601","2699",11 DE SEPTIEMBRE,11 DE SEPTIEMBRE DE 1888,CALLE,117.13,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA LOCAL,,"13","13","13",BELGRANO,BELGRANO,BELGRANO
"MULTILINESTRING ((-58.4920276306891 -34.5538585689563,-58.4929566924195 -34.5543457524343))","1319","19093",RUIZ HUIDOBRO AV.,"4502","4600","0","0",,AV.RUIZ HUIDOBRO,AVENIDA,100.96,DECRECIENTE,"-1",se completo numeración 8-1-3,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,"12","12","12",SAAVEDRA,SAAVEDRA,SAAVEDRA
"MULTILINESTRING ((-58.4663840910706 -34.5545186853804,-58.4672259669515 -34.553892027019))","1340","1072",AMENABAR,"3102","3200","3101","3199",,AMENABAR,CALLE,103.94,CRECIENTE,"1",,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,Construcción Diciembre de 2018,Ciclovía,VÍA LOCAL,,"13","13","13",NUÑEZ,NUÑEZ,NUÑEZ
"MULTILINESTRING ((-58.493961548189 -34.5547081310671,-58.4940775410449 -34.5545439974643,-58.4944643438911 -34.5539936786698))","1368","13083",MILLER,"4302","4400","4301","4399",,MILLER,CALLE,91.71,CRECIENTE,"1",,Ciclovías,Calzada paralela y adyacente a la vereda suroeste,,Construcción Febrero 2018,Ciclovía,VÍA LOCAL,,"12","12","12",SAAVEDRA,SAAVEDRA,SAAVEDRA
"MULTILINESTRING ((-58.4604104924859 -34.5543678415911,-58.4613546116826 -34.5548628012618))","1369","3156",CONGRESO,"2202","2300","2201","2299",,CONGRESO,CALLE,102.59,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,"13","13","13",,BELGRANO,NUÑEZ
"MULTILINESTRING ((-58.4663840910706 -34.5545186853804,-58.4671145953364 -34.5549312798724))","1388","9004",IBERA,"2602","2700","2601","2699",,IBERA,CALLE,81.18,CRECIENTE,"1",,Ciclovías,,,Construcción Julio 2017. Calzada paralela y adyacente a la vereda sureste,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"13","13","13",NUÑEZ,NUÑEZ,NUÑEZ
"MULTILINESTRING ((-58.4532746139804 -34.5543421819084,-58.4543020946291 -34.5549510787871))","1394","4111",MONROE,"1702","1800","1701","1799",,MONROE,CALLE,116,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,"13","13","13",BELGRANO,BELGRANO,BELGRANO
"MULTILINESTRING ((-58.4543020946291 -34.5549510787871,-58.4543739437685 -34.5548677018632,-58.4550417768262 -34.5540880125767))","1395","16025",11 DE SEPTIEMBRE DE 1888,"2502","2600","2501","2599",11 DE SEPTIEMBRE,11 DE SEPTIEMBRE DE 1888,CALLE,117.37,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA LOCAL,,"13","13","13",BELGRANO,BELGRANO,BELGRANO
"MULTILINESTRING ((-58.4938771663473 -34.5548284238061,-58.4941147945118 -34.5549967482063,-58.4942111749053 -34.5550667958711))","1410","19093",RUIZ HUIDOBRO AV.,"4702","4710","0","0",,AV.RUIZ HUIDOBRO,AVENIDA,40.49,DECRECIENTE,"-1",se completo numeración 8-1-3,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,"12","12","12",SAAVEDRA,SAAVEDRA,SAAVEDRA
"MULTILINESTRING ((-58.4948780484746 -34.5552052199353,-58.4950451548216 -34.5552518678097,-58.4952745688073 -34.5552992033948,-58.4954888768864 -34.5553145947607,-58.4956794932364 -34.5553006060226))","1446","4053","BALBIN, RICARDO, DR. AV.","0","0","4401","4449",SAN ISIDRO-DEL TEJAR,AV.DR.RICARDO BALBIN,AVENIDA,75.2,CRECIENTE,"1",corrección numeración 28-1,Ciclovías Proyectadas,,,,Ciclovía proyectada,VÍA DISTRIBUIDORA PRINCIPAL,SI,"12","12","12",SAAVEDRA,SAAVEDRA,SAAVEDRA
"MULTILINESTRING ((-58.4613546116826 -34.5548628012618,-58.4625337549776 -34.5554809271277))","1468","3156",CONGRESO,"2302","2400","2301","2399",,CONGRESO,CALLE,128.12,DECRECIENTE,"-1",,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,"13","13","13",,BELGRANO,NUÑEZ
"MULTILINESTRING ((-58.4955672220856 -34.5557480495593,-58.4959610418864 -34.5557026928737))","1500","19093",RUIZ HUIDOBRO AV.,"0","0","0","0",,AV.RUIZ HUIDOBRO,AVENIDA,36.49,DECRECIENTE,"-1",,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA LOCAL,SI,"12","12","12",SAAVEDRA,SAAVEDRA,SAAVEDRA
"MULTILINESTRING ((-58.4931706207286 -34.5558486220316,-58.4934426060057 -34.5554540391436))","1508","13083",MILLER,"4152","4200","4151","4199",,MILLER,CALLE,50.39,CRECIENTE,"1",,Ciclovías,Calzada paralela y adyacente a la vereda suroeste,,Construcción Febrero 2018,Ciclovía,VÍA LOCAL,,"12","12","12",SAAVEDRA,SAAVEDRA,SAAVEDRA
"MULTILINESTRING ((-58.4680144142256 -34.5554395699623,-58.4682743771823 -34.5555863939935,-58.4689265017104 -34.5559538388648))","1523","9004",IBERA,"2802","2900","2801","2899",,IBERA,CALLE,101.31,CRECIENTE,"1",,Ciclovías,,,Construcción Julio 2017. Calzada paralela y adyacente a la vereda sureste,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"13","13","13",NUÑEZ,NUÑEZ,NUÑEZ
"MULTILINESTRING ((-58.4764123986977 -34.5561941149484,-58.4769906658756 -34.5554407948448))","1551","20127",SUPERI,"3402","3500","3401","3499",,SUPERI,CALLE,99,CRECIENTE,"1",,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,Construcción en Septiembre de 2018,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"12","12","12",COGHLAN,COGHLAN,COGHLAN
"MULTILINESTRING ((-58.4927826736856 -34.556411757299,-58.4929260275152 -34.556203619281))","1579","13083",MILLER,"4082","4100","4081","4099",,MILLER,CALLE,26.58,CRECIENTE,"1",,Ciclovías,Calzada paralela y adyacente a la vereda suroeste,,Construcción Febrero 2018,Ciclovía,VÍA LOCAL,,"12","12","12",SAAVEDRA,SAAVEDRA,SAAVEDRA
"MULTILINESTRING ((-58.4689265017104 -34.5559538388648,-58.4698806516975 -34.5564915498867))","1590","9004",IBERA,"2902","3000","2901","2999",,IBERA,CALLE,105.96,CRECIENTE,"1",,Ciclovías,,,Construcción Julio 2017. Calzada paralela y adyacente a la vereda sureste,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"13","13","13",NUÑEZ,NUÑEZ,NUÑEZ
"MULTILINESTRING ((-58.4923865538627 -34.5569865132112,-58.4927826736856 -34.556411757299))","1646","13083",MILLER,"4002","4080","4001","4079",,MILLER,CALLE,73.4,CRECIENTE,"1",,Ciclovías,Calzada paralela y adyacente a la vereda suroeste,,Construcción Febrero 2018,Ciclovía,VÍA LOCAL,,"12","12","12",SAAVEDRA,SAAVEDRA,SAAVEDRA
"MULTILINESTRING ((-58.452801887861 -34.5568931864135,-58.4530785955794 -34.5570551149668))","1655","16015",OLAZABAL,"1802","1820","1777","1799",,OLAZABAL,CALLE,31.11,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA LOCAL,,"13","13","13",BELGRANO,BELGRANO,BELGRANO
"MULTILINESTRING ((-58.429977402465 -34.5572085341595,-58.430198530974 -34.5570340129096,-58.4320423702103 -34.5555725642978,-58.4341181005693 -34.5539541183103))","1666","6025","FIGUEROA ALCORTA, PRES. AV.","6002","6400","6001","6399","CENTENARIO, Av.",AV.PRES. FIGUEROA ALCORTA,AVENIDA,524.19,CRECIENTE,"1",,Ciclovías,Mano izquierda,Vereda,Construcción Año 2012,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.4708724375306 -34.5570308004057,-58.4717899205261 -34.5575244836012))","1702","9004",IBERA,"3102","3200","3101","3199",,IBERA,CALLE,100.45,CRECIENTE,"1",,Ciclovías,Calzada paralela y adyacente a la vereda sureste,,Construcción Octubre de 2018,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"12","12","12",COGHLAN,COGHLAN,COGHLAN
"MULTILINESTRING ((-58.4630507623739 -34.5579089421163,-58.4636910448661 -34.5571619530677))","1736","1072",AMENABAR,"2702","2800","2701","2799",,AMENABAR,CALLE,101.59,CRECIENTE,"1",,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,Construcción Diciembre de 2018,Ciclovía,VÍA LOCAL,,"13","13","13",BELGRANO,BELGRANO,BELGRANO
"MULTILINESTRING ((-58.4750283447097 -34.5579969725758,-58.4759030553868 -34.5568575639353))","1750","20127",SUPERI,"3202","3300","3201","3299",,SUPERI,CALLE,149.74,CRECIENTE,"1",,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,Construcción en Septiembre de 2018,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"12","12","12",COGHLAN,COGHLAN,COGHLAN
"MULTILINESTRING ((-58.4719111400937 -34.5575896878494,-58.4721002055392 -34.5576913667999,-58.472755937947 -34.5580544949561))","1754","9004",IBERA,"3202","3250","3201","3249",,IBERA,CALLE,93.12,CRECIENTE,"1",,Ciclovías,,,Construcción Julio 2017. Calzada paralela y adyacente a la vereda sureste,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"12","12","12",COGHLAN,COGHLAN,COGHLAN
"MULTILINESTRING ((-58.4913273112065 -34.5585122177855,-58.4918568524506 -34.5577499653175))","1810","13083",MILLER,"3802","3900","3801","3899",,MILLER,CALLE,97.53,CRECIENTE,"1",,Ciclovías,Calzada paralela y adyacente a la vereda suroeste,,Construcción Febrero 2018,Ciclovía,VÍA LOCAL,,"12","12","12",SAAVEDRA,SAAVEDRA,SAAVEDRA
"MULTILINESTRING ((-58.4511537600374 -34.5587882170467,-58.4520017136493 -34.5578132061806))","1823","16025",11 DE SEPTIEMBRE DE 1888,"2102","2200","2101","2199",11 DE SEPTIEMBRE,11 DE SEPTIEMBRE DE 1888,CALLE,133.25,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA LOCAL,,"13","13","13",BELGRANO,BELGRANO,BELGRANO
"MULTILINESTRING ((-58.4958456295364 -34.558787652387,-58.4958779015506 -34.5585963014841,-58.495903199656 -34.5584210091261,-58.495987899193 -34.5582107000849,-58.4960725241743 -34.558028419795,-58.4966314813519 -34.5572921955956,-58.4967584942318 -34.5571099032238,-58.4968431136207 -34.5569206503806,-58.4968600758366 -34.5567664168809,-58.4968006737206 -34.5565841755489,-58.4966989015805 -34.5564509609762,-58.496537886176 -34.5563178328823,-58.4963344787387 -34.556177673637,-58.496308116796 -34.5561627592499))","1824","21057",TRIUNVIRATO AV.,"6452","6590","6451","6589",,AV. TRIUNVIRATO,AVENIDA,333.17,DECRECIENTE,"-1",corr.8-1-03,Bicisendas preexistentes,,,,Bicisenda preexistente,VÍA DISTRIBUIDORA PRINCIPAL,SI,"12","12","12",SAAVEDRA,SAAVEDRA,SAAVEDRA
"MULTILINESTRING ((-58.4743245078535 -34.5589138192536,-58.4750283447097 -34.5579969725758))","1840","20127",SUPERI,"3102","3200","3101","3199",,SUPERI,CALLE,120.49,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2014,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"12","12","12",COGHLAN,COGHLAN,COGHLAN
"MULTILINESTRING ((-58.4274845520096 -34.5591835063278,-58.4278503637466 -34.558893465798,-58.4297719401693 -34.5573710167821,-58.429977402465 -34.5572085341595))","1870","6025","FIGUEROA ALCORTA, PRES. AV.","5702","6000","5701","5999","CENTENARIO, Av.",AV.PRES. FIGUEROA ALCORTA,AVENIDA,316.78,CRECIENTE,"1",,Ciclovías,Mano izquierda,Vereda,Construcción Año 2012,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.4907779360119 -34.5593030645136,-58.4913273112065 -34.5585122177855))","1883","13083",MILLER,"3702","3800","3701","3799",,MILLER,CALLE,101.19,CRECIENTE,"1",,Ciclovías,Calzada paralela y adyacente a la vereda suroeste,,Construcción Febrero 2018,Ciclovía,VÍA LOCAL,,"12","12","12",SAAVEDRA,SAAVEDRA,SAAVEDRA
"MULTILINESTRING ((-58.4761842556242 -34.5599199975554,-58.4771424952489 -34.5604384252566))","1989","9004",IBERA,"3602","3700","3601","3699",,IBERA,CALLE,105.08,CRECIENTE,"1",,Ciclovías,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,Construcción Octubre de 2018,Ciclovía,VÍA LOCAL,,"12","12","12",COGHLAN,COGHLAN,COGHLAN
"MULTILINESTRING ((-58.4743245078535 -34.5589138192536,-58.4752715723813 -34.559426206264))","1898","9004",IBERA,"3402","3500","3401","3499",,IBERA,CALLE,103.86,CRECIENTE,"1",,Ciclovías,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,Construcción Octubre de 2018,Ciclovía,VÍA LOCAL,,"12","12","12",COGHLAN,COGHLAN,COGHLAN
"MULTILINESTRING ((-58.4502840942534 -34.559672372466,-58.4519653391611 -34.5592713340317))","1919","27013",ZAVALIA,"2002","2100","2001","2099",,ZAVALIA,CALLE,160.59,DECRECIENTE,"-1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noreste, en doble sentido de circulación según Resolución 232/SECTRANS/19 en BO Nº 5630 del 03/06/2019",,Construcción Julio de 2019,Ciclovía,VÍA LOCAL,,"13","13","13",BELGRANO,BELGRANO,BELGRANO
"MULTILINESTRING ((-58.4609750854489 -34.5603378476136,-58.4610607231154 -34.560238128701,-58.4617786755449 -34.5593937548365))","1975","1072",AMENABAR,"2402","2500","2401","2499",,AMENABAR,CALLE,128.1,CRECIENTE,"1",,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,Construcción Diciembre de 2018,Ciclovía,VÍA LOCAL,,"13","13","13",BELGRANO,BELGRANO,BELGRANO
"MULTILINESTRING ((-58.4810456101232 -34.5604062998966,-58.4814515282704 -34.5598315796278))","1988","21059",TRONADOR,"3352","3400","3351","3399",ESTOMBA Y PLAZA,TRONADOR,CALLE,73.84,DECRECIENTE,"-1",corrección altura 8-1-03,Ciclovías,"Por calzada paralela y adyacente a la vereda noreste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,Construcción Octubre de 2018,Ciclovía,VÍA LOCAL,,"12","12","12",COGHLAN,COGHLAN,COGHLAN
"MULTILINESTRING ((-58.472699553041 -34.5607775176082,-58.4735532336105 -34.5597984836071))","2016","20127",SUPERI,"2902","3000","2901","2999",,SUPERI,CALLE,133.92,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2014,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"12","12","12",COGHLAN,COGHLAN,COGHLAN
"MULTILINESTRING ((-58.4806754283221 -34.560930378766,-58.4809938700341 -34.5604794780342))","2040","21059",TRONADOR,"3302","3350","3301","3349",ESTOMBA Y PLAZA,TRONADOR,CALLE,57.93,DECRECIENTE,"-1",corrección altura 8-1-03,Ciclovías,"Por calzada paralela y adyacente a la vereda noreste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,Construcción Octubre de 2018,Ciclovía,VÍA LOCAL,,"12","12","12",COGHLAN,COGHLAN,COGHLAN
"MULTILINESTRING ((-58.4771424952489 -34.5604384252566,-58.4780777608412 -34.5609443831112))","2041","9004",IBERA,"3702","3800","3701","3799",,IBERA,CALLE,102.56,CRECIENTE,"1",,Ciclovías,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,Construcción Octubre de 2018,Ciclovía,VÍA LOCAL,,"12","12","12",COGHLAN,COGHLAN,COGHLAN
"MULTILINESTRING ((-58.4780777608412 -34.5609443831112,-58.478587624132 -34.5612202418804))","2061","9004",IBERA,"3802","3850","3801","3851",,IBERA,CALLE,55.91,CRECIENTE,"1",,Ciclovías,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,Construcción Octubre de 2018,Ciclovía,VÍA LOCAL,,"12","12","12",COGHLAN,COGHLAN,COGHLAN
"MULTILINESTRING ((-58.4842045301983 -34.5612539171016,-58.4843405761192 -34.5613169937045))","2077","17048","PEDRAZA, MANUELA","0","0","0","0",,MANUELA PEDRAZA,CALLE,14.3129179114751,DECRECIENTE,"-1",Prórroga Res. 776/SSTYTRA/16 (BO  5031 22/12/2016) - Asig. Sentido de SO a NE por Res. Nº 133/SSTYTRA/16 en BO 4911 del 28/06/2016 - Antes: Asig. NE a SO según Disp. 142/DGTRANSP/14 (BO 4466 26/08/2014) mientras se construye Paso Bajo Nivel Av Congreso,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,Construcción Octubre de 2018,Ciclovía,VÍA LOCAL,,"12","12","12",VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA
"MULTILINESTRING ((-58.478587624132 -34.5612202418804,-58.4790194232085 -34.5614558964358))","2090","9004",IBERA,"3852","3900","3853","3899",,IBERA,CALLE,47.48,CRECIENTE,"1",,Ciclovías,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,Construcción Octubre de 2018,Ciclovía,VÍA LOCAL,,"12","12","12",COGHLAN,COGHLAN,COGHLAN
"MULTILINESTRING ((-58.4487213145965 -34.5616012524312,-58.4495343338741 -34.5606571007344))","2103","16025",11 DE SEPTIEMBRE DE 1888,"1802","1900","1801","1899",11 DE SEPTIEMBRE,11 DE SEPTIEMBRE DE 1888,CALLE,128.6,DECRECIENTE,"-1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noreste, en doble sentido de circulación según Resolución 232/SECTRANS/19 en BO Nº 5630 del 03/06/2019",,Construcción Julio de 2019,Ciclovía,VÍA LOCAL,,"13","13","13",BELGRANO,BELGRANO,BELGRANO
"MULTILINESTRING ((-58.4790194232085 -34.5614558964358,-58.4794761688597 -34.5617035886682))","2110","9004",IBERA,"3902","3950","3901","3949",,IBERA,CALLE,50.12,CRECIENTE,"1",,Ciclovías,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,Construcción Octubre de 2018,Ciclovía,VÍA LOCAL,,"12","12","12",COGHLAN,COGHLAN,COGHLAN
"MULTILINESTRING ((-58.489086012946 -34.5617386280658,-58.4900223898975 -34.5603907210826))","2117","13083",MILLER,"3502","3600","3501","3599",,MILLER,CALLE,172.47,CRECIENTE,"1",,Ciclovías,Calzada paralela y adyacente a la vereda suroeste,,Construcción Febrero 2018,Ciclovía,VÍA LOCAL,,"12","12","12",SAAVEDRA,SAAVEDRA,SAAVEDRA
"MULTILINESTRING ((-58.4843405761192 -34.5613169937045,-58.4852890721772 -34.5617566953235))","2122","17048","PEDRAZA, MANUELA","4402","4500","4401","4499",,MANUELA PEDRAZA,CALLE,99.7844347112541,DECRECIENTE,"-1",Prórroga Res. 776/SSTYTRA/16 (BO  5031 22/12/2016) - Asig. Sentido de SO a NE por Res. Nº 133/SSTYTRA/16 en BO 4911 del 28/06/2016 - Antes: Asig. NE a SO según Disp. 142/DGTRANSP/14 (BO 4466 26/08/2014) mientras se construye Paso Bajo Nivel Av Congreso,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,Construcción Octubre de 2018,Ciclovía,VÍA LOCAL,,"12","12","12",VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA
"MULTILINESTRING ((-58.4799500295429 -34.5619614179146,-58.480593221811 -34.5610468014461,-58.4806754283221 -34.560930378766))","2142","21059",TRONADOR,"3202","3300","3201","3299",ESTOMBA Y PLAZA,TRONADOR,CALLE,132.34,DECRECIENTE,"-1",corrección altura 8-1-03,Ciclovías,"Por calzada paralela y adyacente a la vereda noreste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,Construcción Octubre de 2018,Ciclovía,VÍA LOCAL,,"12","12","12",COGHLAN,COGHLAN,COGHLAN
"MULTILINESTRING ((-58.4239046422765 -34.5620173250512,-58.4270759060034 -34.559507407035,-58.4272523484094 -34.5593669269539))","2151","6025","FIGUEROA ALCORTA, PRES. AV.","5402","5692","5401","5691","CENTENARIO, Av.",AV.PRES. FIGUEROA ALCORTA,AVENIDA,425.26164254754,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2013,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.4348603280204 -34.562089525253,-58.4341347000411 -34.5618849129868,-58.4332558430728 -34.561698216927,-58.4324501565919 -34.5616234368995,-58.4317740113974 -34.5616046722128,-58.4312927898382 -34.561622716407))","2160","1047","ALSINA, VALENTIN AV.","0","0","0","0",,AV.VALENTIN ALSINA,AVENIDA,334.34,CRECIENTE,"1",En Mayo de 2018 se invirtió el sentido de digitalización y se agregó altura en algunos tramos según se encontraron puertas oficiales. El sentido creciente era de esa manera entonces.,Ciclovías,,,Construcción Año 2013,Ciclovía,VÍA LOCAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.4852890721772 -34.5617566953235,-58.486220805005 -34.5621841389002))","2171","17048","PEDRAZA, MANUELA","4502","4600","4501","4599",,MANUELA PEDRAZA,CALLE,97.78,DECRECIENTE,"-1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,Construcción Octubre de 2018,Ciclovía,VÍA LOCAL,,"12","12","12",VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA
"MULTILINESTRING ((-58.4593815575985 -34.562193903921,-58.4594910356182 -34.5620665806672,-58.460173350328 -34.561271793934))","2177","1072",AMENABAR,"2202","2300","2201","2299",,AMENABAR,CALLE,125.48,CRECIENTE,"1",,Ciclovías,"Por calzada paralela y adyacente a la vereda suroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,Construcción Diciembre de 2018,Ciclovía,VÍA LOCAL,,"13","13","13",BELGRANO,BELGRANO,BELGRANO
"MULTILINESTRING ((-58.5029955957068 -34.5614816527608,-58.5028064456499 -34.5618387641492,-58.5026586706133 -34.5622072001663))","2183","26006","YRURTIA, ROGELIO","5652","5700","5651","5699",,ROGELIO YRURTIA,CALLE,86.32,DECRECIENTE,"-1",,Bicisendas,,,,Bicisenda,VÍA LOCAL,,"12","12","12",SAAVEDRA,SAAVEDRA,SAAVEDRA
"MULTILINESTRING ((-58.4539470585515 -34.5618471221023,-58.4548689155917 -34.5623943842699))","2199","5007",ECHEVERRIA,"2202","2300","2201","2299",,ECHEVERRIA,CALLE,104.13,DECRECIENTE,"-1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación según Res. 190/SECTRANS/18 en BO 5371 del 11/05/2018",,Construcción en Agosto de 2018,Ciclovía,VÍA LOCAL,,"13","13","13",BELGRANO,BELGRANO,BELGRANO
